claims,ipc_main,title,ipc_section,ipc_class,ipc_subclass
"패각본체(10)는 도1의 (a)(B)에 도시된 바와 같이 일정한 길이와 두께를 갖는 긴 막대 형상(도1의a)과, 원판형의 형상(도1의b)과, 다각형 형상으로 인공패각본체(10)에 수하연 로프(30)가 삽입되는 다수의 삽입공(11)이 구성됨을 특징으로 한 인공패각.인공패각본체(10)에 유생줄기고정홈(12),유생줄기 끼움홈(13),유생줄기 빠짐 방지턱(16)이 구성됨을 특징으로 한 인공패각.인공패각본체(10)에 유생줄기 보호홈(14)과 이탈방지턱(19)의 구성됨을 특징으로 한 인공패각.인공패각본체(10)의 휨을 방지하기 위하여 외측에 일정 높이만큼 빙 둘러서 패각본체(10)의 상면과 하면(도2의b)에 각각 설치한 보강 힘살(15)과, 상하 한쪽으로 보강 힘살(15)이 설치(도2의c) 구성됨을 특징으로 한 인공패각.내측에 다수의 휨방지 힘살(21)이 구성됨을 특징으로 하는 로프 벌어짐 방지관(20)청구항 1에 로프벌어짐 방지관(20)이 일체(도5)로 구성됨을 특징으로 한 인공패각 어셈블리.",A01K-061/00,부착성 수산물의 유생줄기 고정을 위한 양식용 인공패각 어셈블리,A,A01,A01K
"공급펌프(3)를 이용하여 인근 해역의 해수를 육상의 양식장으로 유입시키기 위한 해수유입관(2)이 설치되고, 상기 해수유입관(2)이 사육수분배관(5)을 거쳐 양식수조(6)와 연결 설치되며, 상기 양식수조(6)로부터 연장되는 사육수배출관(7)이 인근 해역으로의 방류관(8)과 연결 설치된 육상의 양식장 시스템(1)에 있어서,상기 해수유입관(2)에는 과산화수소(H2O2)가 저장된 약제탱크(9)로부터 정량토출기(9a)를 거쳐 연장되는 약제공급관(9b)이 연결 설치되고,상기 사육수배출관(7)에는 과산화수소의 분해제가 저장된 약제탱크(9')로부터 정량토출기(9a)를 거쳐 연장되는 약제공급관(9b)이 연결 설치되는 것을 특징으로 하는 과산화수소를 이용한 육상 양식장의 적조생물 제어장치.",A01K-061/00,과산화수소를 이용한 육상 양식장의 적조생물 제어장치,A,A01,A01K
"가축용 사료를 길이방향으로 공급하여, 다수개의 수평배출경로를 통하여 상기 사료의 배출을 수직방향으로 대기시키는 사료 공급부(100)와;상기 사료 공급부(100)의 하부에 설치되며, 사용자의 배출시간 및 배출용량 설정에 따라 상기 사료를 하측방향으로 배출하는 사료공급 조절부(200)와;상기 사료공급 조절부(200)의 하부에 설치되며, 상기 사료 또는 외부에서 공급되는 가축용 음수를 상기 다수의 수평배출경로를 통하여 하측방향으로 상기 수평배출경로에 상응하는 형상을 갖는 사료통(400)에 배출하는 휀스부(300)와;상기 사료 또는 상기 음수에 대한 상기 사용자가 설정한 배출시간 및 배출용량에 따라 상기 사료공급 조절부(200)의 동작을 제어하는 제어기(500)로 구성되며;상기 사료공급 조절부(200)는,상기 사료 공급부(100)에 구비된 각각의 레듀샤(140)의 하부에 연결되어, 상기 각각의 레듀샤(140)에 배출 대기중인 상기 사료를 상기 사료통(400)에 배출하도록 각각 대기시키는 다수개의 사료공급 조절관(150)과; 상기 각각의 사료공급 조절관(150)의 상부에서 수평방향으로 각각 관통 설치되는 적어도 하나 이상의 수평축(160)과; 상기 각각의 사료공급 조절관(150)의 내부에서 상기 수평축(160)에 축고정되어, 상기 사료를 하측방향으로 각각 배출시키도록 회전하는 다수개의 임펠러(180)와; 상기 제어기(500)의 제어에 따라 상기 각각의 임펠러(180)를 미리 설정된 배출시간과 배출용량에 상응되도록 구동시키는 적어도 하나 이상의 모터(M1)와; 상기 제어기(500)의 제어에 따라 상기 음수를 미리 설정된 배출시간과 배출용량에 상응되도록 배출시키는 적어도 하나 이상의 체크밸브(CV1)를 포함하여 구성되며;상기 각각의 사료공급 조절관(150)의 내부에서 상기 각각의 임펠러(180)의 상부에는, 상기 각각의 임펠러(180)의 외측과 상기 각각의 사료공급 조절관(150)의 내벽 사이에 형성된 틈새로 상기 사료의 누출을 방지하도록, 중심부가 상하방향으로 관통되고 상기 중심부에서 장변의 양측면으로 향할수록 상부방향으로 경사지도록 형성된 타원형 거치 브라켓(190)이 고정되는 것을 특징으로 하는 휀스형 사료 및 음수 자동 급이시스템.",A01K-005/02,휀스형 사료 및 음수 자동 급이시스템,A,A01,A01K
"일정 면적의 빛을 투과할 수 있는 바닥과 외벽을 갖고 사육수를 수용할 수 있는 양식수조에 공기를 공급할 수 있는 공기주입관이 형성되고, 상기 양식수조 일측에서 사육수를 공급하는 사육수주입관과 양식수조 하부 바닥면에 설치되어 사육수를 배수할 수 있는 배수관이 형성되며, 배수관과 연결된 상부에는 사육수면과 평행하게 가로배수관이 연결되며;상기 양식수조의 바닥면 외측에는 양식수조 하부에서 바닥면으로 빛을 조사할 수 있는 광원이 설치되고, 광원 상부와 양식수조 바닥면 외측 사이에는 조명필터가 삽입되어 광원의 빛을 수조 바닥면으로 균일하게 조사되도록 하며, 광원 하부 외측에는 광원의 빛이 수조 하부에 집중되도록 광원반사갓이 형성되며,상기 광원과 조명필터 및 광원반사갓은 비투과성 재질로 이루어진 체결부에 의해 양식수조 하부에 체결 조립되는 것을 특징으로 하는 하부조명을 갖는 해마 자치어용 양식수조.",A01K-061/00,"하부조명을 갖는 해마 자, 치어 양식수조",A,A01,A01K
"사육장 일측에 장착되어 가축들을 촬영하는 촬영장치(110)와, 상기 사육장 일측에 장착되어 상기 가축들의 체온을 측정하는 온도측정장치(120)를 포함하는 입력장치(100); 및상기 촬영장치(110)에서 촬영된 영상에서, 상기 가축들의 이동속도, 외형, 색깔, 행동, 위치, 및 온도로 구성되고, 상기 가축들의 이동속도는, 상기 가축들 각각이 이동하는 속도, 상기 가축들 각각의 신체 일부의 이동속도, 및 상기 가축들의 군집의 이동속도를 포함하는 판단정보(D)를 추출하여 상기 가축들의 질병 여부를 판단하는 분석장치(200);를 포함하고,상기 분석장치(200)는,상기 판단정보(D)로부터 상기 가축들의 군집을 정의하되, 하나의 객체를 중심으로 설정된 거리 내에 다른 가축이 있으면 군집이라고 정의하는 정보분석부(210)와,상기 정보분석부(210)에서 상기 판단정보(D)를 분석한 정보와, 상기 판단정보(D)와 대응되는 판단조건(S)을 각각 비교하여 상기 가축들의 질병 여부를 판단하는 판단부(220)와,인공지능 기반의 딥러닝 알고리즘을 이용하여 상기 판단정보(D)를 저장하고 학습하며, 인공지능 기반의 딥러닝 알고리즘을 이용하여 소정 기간의 상기 가축들의 판단정보(D)와 상기 소정 기간 이전의 상기 가축들의 판단정보(D)를 비교하는 저장부(230)를 포함하며,상기 판단조건(S)은,기설정된 정상규격인 제1 판단조건, 상기 판단정보들의 평균에 기설정된 상한규격 및 하한규격을 더하여 설정되는 제2 판단조건, 및 상기 저장부(230)를 통해 인공지능 기반의 딥러닝 알고리즘을 이용하여 상기 판단정보(D)를 저장하고 학습하여 계산되는 제3 판단조건을 포함하는 것을 특징으로 하는, 컴퓨터 비전을 이용한 가축 질병 예측 시스템(1000).",A01K-029/00,컴퓨터 비전을 이용한 가축 질병 예측 시스템 및 그 방법,A,A01,A01K
"메인바디, 모터, 노지주행바퀴, 약액분사 모듈, 약액탱크 및 핸들을 포함하는 통상의 무인 방제용 차량에 있어서,상기 무인 방제용 차량은 지면에 설치되는 주행레일을 따라 이동하면서 약액을 동력 살포하기 위하여, 상기 메인바디 하부에 설치되어 주행레일 상을 주행하는 레일주행바퀴;상기 레일주행바퀴와 연동되어 노지를 주행하는 노지주행바퀴;를 포함하므로써, 상기 주행레일과 상기 노지를 동시에 주행할 수 있도록 하되,상기 모터 일측에는 레일주행바퀴와 노지주행바퀴의 주행속도 동기화를 위한 주행속도 동기화 모듈이 형성되어 있는 것을 특징으로 하는 무인 방제용 차량.",A01M-007/00,다목적 무인 방제용 차량,A,A01,A01M
"온실 또는 축사의 내부에 약액을 살포하도록 이루어진 방제시스템에 있어서, 상기 온실 또는 축사 내부의 골격대(10)에 연결되는 유체공급배관(100)과, 상기 유체공급배관(100)에 설치되어 상기 유체공급배관(100)을 유동하는 약액을 비산시킬 수 있도록 하는 약액비산수단(300)과, 내부로 투입되는 농업용수를 여과할 수 있도록 하는 용수투입수단(420)이 마련되고, 측면에 방제액의 투입을 위한 방제액 투입수단(480)이 마련된 용수탱크(400)와, 상기 용수탱크(400)의 전면 하부에 상기 약액의 배출을 위해 설치되는 약액유동배관부(600)와, 상기 약액유동배관부(600)를 통해 배출되는 약액에 포함된 이물질을 여과할 수 있도록 상기 약액유동배관부(600)와 연결되게 설치되는 배출여과수단(700)를 포함하여 구성되고, 상기 용수탱크(400)의 내측에는 약액의 교반을 위한 약액교반수단(500)이 설치되고, 상기 약액교반수단(500)은 상기 용수탱크(400)의 내부 바닥면에 안착되는 수평받침판(510)과, 상기 수평받침판(510)의 상측에 설치되되 방제용고압펌프(413)에 연결되는 토출관(414)을 매개로 연결되고, 측면에 내부와 연통되는 다수개의 장착공(521)이 형성된 통체의 분기바디(520)와, 상기 분기바디(520)의 장착공에 장착되되 상기 용수탱크(400)의 바닥면 방향으로 하향경사지게 장착되는 경사노즐(531) 및 상기 수평받침판(510)과 수평되게 장착되는 수평노즐(532)로 이루어진 교반분출노즐부(530)로 구성되는 것을 특징으로 하는 온실 및 축사에 사용되는 무인자동방제시스템.",A01M-007/00,온실 및 축사에 사용되는 무인자동방제시스템,A,A01,A01M
"파이프형태로 되어 손잡이(2)와 밸브(21)가 장착된 분사기 동체(1) 선단 하우징(5)을 관통하여 돌출된 회전관(5c)에, 선단에 소정의 노즐(12)을 가진 2~6개의 노즐대(11)가 구비된 헤드(13)를 장착하여 약재 분사시 발생되는 반작용에 의해 노즐대(11)가 회전하면서 약재를 회오리처럼 회전 분사시킬 수 있도록 구성된 분사기에 있어서,상기 하우징(5)을 본체(5a)와 캡(5b)으로 구성하되, 캡(5b)은 동체(1) 선단에 연결너트(14)로서 연결구성하고, 상기 본체(5a) 내부에 베어링(51)과 함께 장착되는 회전관(5c)의 내경에 나선홈 또는 나선돌기를 형성하거나 또는 스크류우(6)를 삽입 장착함을 특징으로 하는 농약살포 및 방제용 분사기.제1항에 있어서,또한, 약재 분무 또는 분사시 상기 노즐대(11)의 후방에 커버(4)를 장착하여 안전성을 극대화시킬 수 있게 하려는 데도 목적이 있다.제4항에 있어서,커버(4) 외주면에 주름부(41)를 형성함을 특징으로 하는 농약 살포 및 방제용 분사기.제4항에 있어서,커버(4)를 둘로 분할하여 신축 조절할 수 있게 함을 특징으로 하는 농약 살포 및 방제용 분사기.",A01M-007/00,농약 살포 및 방제용 분사기,A,A01,A01M
"내부에 액상의 약제를 수용하기 위한 약제통(15)과; 구동모터나 엔진으로 구성되어 동력을 발생하는 동력발생장치(통상의 구성이므로 도시하지 않음)와; 상기 동력발생장치에 연결되어 구동되는 고압을 생성하는 실린더펌프(17)와 저압을 생성하는 원심펌프(18)와 노즐뭉치(30)를 구성한 분사수단과; 송풍팬이나 에어펌프로 구성되어 분사용 에어를 공급하는 송풍수단(13)과; 몸체(10)에 구성하는 테이블(11)과; 상기 테이블(11)에 결합되어 좌우 회동이 자유로운 회전판(12)과; 상기 회전판(12)에 상하 회동하도록 결합된 분사포(20)로 구성하여 트럭의 적재함이나, 트랙터 또는 경운기와 같은 소형 운송기구에 연결되는 트레일러에 탑재시켜 약제를 분사하는 광범위 확산용 약제 분사기에 있어서,상기 분사포(20)를 구성하는 테이블(11)을 한쌍의 승강실린더(55)가 들어올려서 몸체(10)로부터 이격되도록 승강수단(40)을 구성하여 약제를 살포하는 분사포(20)의 위치가 상,하 로 승강하여 과수원이나 임야에서 나무의 키보다 위에서 약제를 살포하도록 구성함을 특징으로 하는 광범위 확산용 노즐 승강식 약제살포기.",A01M-007/00,광범위 확산용 노즐 승강식 약제살포기,A,A01,A01M
"내부에 약재가 통과하도록 파이프형태로 된 자루(2) 선단에 일체형으로 조립 구성되고, 선단이 막힌 형태로 형성함과 동시에 선단 일 측면에 소정의 각도로 토출공(11)이 형성됨과 동시에 후미 외주면에 수나사부(12)가 형성되며, 민자형태의 몸통(13)으로 이루어진 와류관(10);상기 수나사부(12)에 체결 조립되며 선단 내부에 공간부(21)와 함께 암나사부(22)를 가진 고정몸체(20);그리고 회전장치부(1B)를 지지하여 헤드(50)가 안정적으로 회전되도록 지지하는 고정소켓(30);상기 와류관(10)에 삽입되어 와류관(10)을 중심으로 회전되는 회전관(40);상기 회전관(40)의 선단 수나사부(41)에 결합되며 내부 공간부(51) 내벽에 다수의 홈 또는 돌기로 이루어진 회전유도부(52);가 구비되고, 선단에 노즐(53)이 구비된 노즐대(54)가 장착된 헤드(50);를 포함하여 구성되며,액상의 약재가 상기 공간부(51)의 내부에 위치하는 와류관(10)의 선단 토출공(11)에서 공간부(51)의 내경에 구비된 회전유도부(52)로 토출되어 작용할 때 유속이 빠르게 작용하게 되어 방제시 헤드(50)의 회전이 배가되게 함을 특징으로 하는 방제용 분사장치.",A01M-007/00,방제용 분사장치,A,A01,A01M
"물리 증착법으로 제조되고,플레이트 플레이크(plate flake) 형상을 가지며; 1~500nm 크기를 갖는, 금(Au)의 원자가 전자수가 0인 금 나노입자가 1~1000ppm 농도로 분산 함유되어 있으며, 그리고 상기 금 나노 입자는 표면 원자가 일렬로 배열되어 직선을 이루고, 복수 개의 상기 직선이 평행하게 배열되는 구조를 가짐으로써 자외선A(UV-A)영역의 파장부터 가시광선 영역의 파장까지 흡수가 가능하고 630~780nm의 파장에서 플라즈몬 효과를 나타내어 붉은 계열의 색을 띌 수 있는 금 나노 입자가, Si-O 결합을 갖는 실록산 내지 유지(oil and fat)에 분산되어 있는 항균제 또는 소취제 조성물. 제 1항 내지 제 3항 중 어느 한 항의 항균제 또는 소취제 조성물을 동결건조 또는 분무건조함으로 제조되는 금 나노 입자를 함유하는 항균제 또는 소취제 분말.제 1항 내지 제 3항 중 어느 한 항의 항균제 또는 소취제 조성물이, 액상 화장료, 물티슈, 액상 데오드란트, 액상 욕용제 및 액상 세탁 유연제의 군으로부터 선택된 적어도 1종의 제품에 배합 사용됨으로써 제조되는 금 나노 입자 함유 제품.",A01N-059/16,"금 나노 입자가 분산 함유되어 있는 항균제 혹은 소취제 조성물, 및 이를 함유한 금나노 함유 제품",A,A01,A01N
"달마시안제충국(Tanacetum cinerariifolium) 추출물 및 효과증진제를 유효성분으로 포함하는 버섯파리 방제용 살충제 조성물로서, 상기 효과증진제는 올리브, 자몽종자 추출물, 딜씨드 추출물, 파슬리 추출물 및 참자소 추출물로 이루어진 그룹에서 선택되는 어느 하나이고, 상기 달마시안제충국 추출물과 상기 효과증진제는 1:1의 중량비로 포함되는 것을 특징으로 하는 버섯파리 방제용 살충제 조성물.제 1 항의 달마시안제충국 추출물, 효과증진제 및 연막제를 혼합하여 살포하는 단계를 포함하는 버섯파리 살충방법으로서, 상기 효과증진제는 올리브, 자몽종자추출물, 딜씨드 추출물, 파슬리 추출물, 및 참자소 추출물로 이루어진 그룹에서 선택되는 어느 하나이고, 상기 달마시안제충국 추출물과 상기 효과증진제는 1:1의 중량비로 포함되는 것을 특징으로 하는 버섯파리 살충방법.",A01N-065/12,달마시안제충국 추출물 및 효과증진제를 포함하는 버섯파리 방제용 살충제 조성물,A,A01,A01N
"돼지감자의 햇 순을 1 내지 3cm의 크기로 잘게 절단 및 세척하는 절단/세척단계(S100);상기 잘게 절단 및 세척한 돼지감자의 햇순 10kg과, 증류수 30L를 증탕기에 넣고 끓을 때까지 가열을 한 다음, 70 내지 80℃에서 120 내지 240분 동안 추가 가열하는 가열단계(S200);상기 가열단계(S200)를 거친 증탕기에서 돼지감자 햇순 추출액을 추출하는 추출단계(S300);고삼을 1 내지 3cm의 크기로 잘게 절단 및 세척하는 절단/세척단계(S400);상기 잘게 절단 및 세척한 고삼 60kg과, 증류수 200L를 증탕기에 넣고 증탕기 내부의 액이 30L가 될 때까지 가열을 하는 가열단계(S500);상기 가열단계(S500)를 거친 증탕기에서 고삼 추출액을 추출하는 추출단계(S600);상기 추출단계에서 추출한 돼지감자 햇순 추출액 27 내지 30 중량%와, 고삼 추출액 27 내지 30 중량%와, 자닮오일 40 내지 45 중량%와, 소르빈산칼륨 0.01 내지 0.02중량% 를 교반 용기에 투입한 다음 10 내지 30분 동안 20 ~ 30rpm의 속도로 교반을 하는 교반단계(S700);상기 교반단계에서 얻어진 혼합물을 미세 망에 통과시켜 미립자 상태의 각종 이물질을 제거하는 미립자 제거단계(S800);상기 미립자 제거단계에서 얻어진 혼합물을 검사 후 중량 단위별로 포장하는 검사/포장단계(S900);로 이루어지는 것을 특징으로 하는 응애류, 깍지벌레류, 사과면충 살충용 천연조성물 제조방법.제 1항 제조방법에 의해 제조되는 것을 특징으로 하는 응애류, 깍지벌레류, 사과면충 살충용 천연조성물.",A01N-065/12,"응애류, 깍지벌레류, 사과면충 살충용 천연조성물 제조방법 및 그로써 제조된 천연조성물",A,A01,A01N
"파리풀 근경을 잘라 48시간 동안 응달에서 건조한 뒤 세절하는 단계;상기 세절한 파리풀과 추출용매인 메탄올을 3 : 7의 중량비로 추출기에 투입하여 일주일간 상온(25℃)에서 추출한 뒤, 여과하고 감압농축하여 파리풀 추출물을 수득하는 단계; 및상기 파리풀 추출물이 200ppm의 농도로 포함되도록, 상기 파리풀 추출물을 에탄올에 희석시키는 단계;만으로 이루어지며,뎅기열 및 지카바이러스를 매개하는 흰줄숲모기에 대한 살충력이 97% 이상인 것을 특징으로 하는 파리풀을 유효성분으로 함유하는 천연 살충 조성물의 제조방법.",A01N-065/08,파리풀 추출물을 유효성분으로 함유하는 천연 살충 조성물,A,A01,A01N
"고삼 추출물, 님 오일, 까마중 추출물, 지부자 추출물, 계면활성제, 잔탄껌, 물로 이루어지는 것을 특징으로 하는 식물 추출물을 유효성분으로 함유하는 속효성 천연 살충 조성물.님 오일과 계면활성제를 혼합하여 유화하는 단계(S1); 상기 단계(S1)에서 제조된 혼합물에 고삼 추출물을 투입하여 교반하는 단계(S2); 까마중 추출물과 지부자 추출물을 혼합하는 단계(S3); 상기 단계(S3)에서 제조된 혼합물에 잔탄껌을 투입하여 분산하는 단계(S4); 및 상기 단계(S2)에서 제조된 혼합물에 상기 단계(S4)에서 제조된 혼합물과 물을 투입하여 교반하는 단계(S5)를 포함하여 이루어지는 것을 특징으로 하는 식물 추출물을 유효성분으로 함유하는 속효성 천연 살충 조성물 제조방법.",A01N-065/08,식물 추출물을 유효성분으로 함유하는 속효성 천연 살충 조성물 및 그의 제조방법,A,A01,A01N
"베이커리 제품의 제조에 이용하는 전분질 원료에 있어서, 당해 전분질 원료 100질량부 중, 떡종 타피오카 전분 및/또는 가공 떡종 타피오카 전분을 1~20질량부, 및 비떡종 인산 가교 전분을 1~20질량부 배합한 전분질 원료를 이용하여 제조된 것을 특징으로 하는 떡 식감 및 소프트감과 슬라이스 적성을 부여한 베이커리 제품.베이커리 제품의 제조에 이용하는 전분질 원료에 있어서, 당해 전분질 원료 100질량부 중,떡종 타피오카 전분 및/또는 가공 떡종 타피오카 전분을 1~20질량부, 및 비떡종 인산 가교 전분을 1~20질량부 배합한 것을 특징으로 하는 베이커리 제품 제조용 믹스.전분질 원료 100질량부 중, 떡종 타피오카 전분 및/또는 가공 떡종 타피오카 전분을 1~20질량부, 및 비떡종 인산 가교 전분을 1~20질량부 배합한 베이커리 제품 제조용 믹스를 전분질 원료로서 이용하여 베이커리 제품을 제조하는 것을 특징으로 하는 떡 식감 및 소프트감과 슬라이스 적성을 부여한 베이커리 제품의 제조 방법.",A21D-002/36,슬라이스 적성이 뛰어난 베이커리 제품 및 그 제조 방법,A,A21,A21D
"바나나 100중량부에 설탕 30~60중량부를 혼합하고, 이에 열을 가하여 카라멜화한 후, 네츄럴 바나나 1~3중량부를 혼합하여 실온에서 냉각함으로써, 카라멜 바나나를 제조하는 단계와, 강력분 100중량부에 탈지분유 1~3중량부, 설탕 5~10중량부, 소금 1~3중량부, 제빵계량제 0.5~2중량부, 버터 5~10중량부, 생이스트 1~5중량부, 네츄럴 바나나 1~3중량부, 우유 50~80중량부를 혼합하여 겉반죽을 제조하는 단계와, 강력분 100중량부에 설탕 15~20중량부, 소금 1~3중량부, 탈지분유 1~3중량부, 제빵계량제 0.5~2중량부, 버터 20~40중량부, 계란 5~20중량부, 계란노른자 4~10중량부, 상기 냉각된 카라멜 바나나 20~30중량부, 패션 프루츠 퓨레 3~7중량부, 생이스트 3~7중량부, 네츄럴 바나나 0.1~1중량부, 우유 20~30중량부, 열대과일 10~20중량부, 오렌지필 1~10중량부, 초코버미셀 5~20중량부를 혼합하여 속반죽을 제조하는 단계와, 상기 겉반죽과 속반죽을 27~35℃에서 1~2시간 동안 1차 발효하는 단계와, 상기 1차 발효된 속반죽을 분할 및 성형하고, 상기 1차 발효된 겉반죽으로 상기 속반죽으로 성형된 성형물에 외피를 형성하는 단계와, 상기 외피가 형성된 성형물을 35~40℃에서 0.5~2시간 동안 2차 발효하는 단계와, 상기 2차 발효된 성형물을 굽는 단계를 포함하는 것을 특징으로 하는 까바나나 빵의 제조방법.",A21D-002/36,까바나나 빵의 제조방법,A,A21,A21D
"식빵용 원료를 혼합하는 원료혼합단계;천연발효종을 제조하는 발효종제조단계;상기 원료혼합단계를 통해 제조된 원료혼합물에 상기 발효종제조단계를 통해 제조된 천연발효종을 혼합하는 발효종혼합단계;상기 발효종혼합단계를 통해 발효종이 혼합된 원료혼합물을 반죽하여 식빵용 반죽을 제조하는 반죽제조단계;상기 반죽제조단계를 통해 제조된 반죽을 발효하는 발효단계;상기 발효단계를 통해 발효된 반죽을 성형하는 성형단계; 및상기 성형단계를 통해 성형된 반죽을 가열하는 베이킹단계;로 이루어지며,상기 천연발효종은 발효원종 100 중량부, 정제수 90 내지 110 중량부, 통밀 70 내지 80 중량부, 강력분 20 내지 30 중량부 및 현미액종 15 내지 25 중량부를 혼합하고 3 내지 5일 동안 자연발효하여 제조되고,상기 발효원종은 강력분 100 중량부에 정제수 75 내지 85 중량부를 혼합하고 25 내지 27℃의 온도에서 13 내지 15일 동안 자연발효하여 제조되며,상기 현미액종은 현미 100 중량부에 정제수 90 내지 110 중량부 및 아카시아 꿀 5 내지 15 중량부를 혼합하고 25 내지 27℃의 온도에서 3 내지 4일 동안 자연발효하여 제조되고,상기 원료혼합단계는 밀가루 100 중량부, 이스트 0.5 내지 1.5 중량부, 설탕 1 내지 2 중량부, 탕종 0.5 내지 1.5 중량부, 계란 3 내지 5 중량부 및 우유 5 내지 10 중량부를 혼합하여 이루어지며,상기 원료혼합단계에서는 상기 밀가루 100 중량부 대비 오징어 먹물 또는 코코아 분말 3 내지 5 중량부가 더 함유되고,상기 원료혼합단계에서는 상기 밀가루 100 중량부 대비 배즙, 고구마 잎 분말, 참깨 탈지박 분말, 순무 분말, 계피 분말, 아마란스 분말, 꾸지뽕 잎 분말, 초석잠 분말, 흑삼 분말, 무추출물, 오디 분말 및 매실진액으로 이루어진 그룹에서 선택된 하나의 첨가제 0.5 내지 2 중량부가 더 함유되며,상기 발효단계와 상기 성형단계 사이에는 상기 발효단계를 통해 발효된 반죽을 넓게 편후에 충전재료를 투입하는 충전재료투입단계가 더 진행되며,상기 충전재료는 블루베리, 밤, 피자소스, 베이컨, 바질, 할라피뇨, 햄, 옥수수 및 양파로 이루어진 그룹에서 선택된 하나 이상으로 이루어지고,상기 성형단계와 상기 베이킹단계 사이에는 성기 성형단계를 통해 성형된 성형물의 표면에 울금 추출물을 도포한 후에 토핑재료를 개재하는 토핑단계가 더 진행되며,상기 울금추출물은 정제수 100 중량부에 울금 5 내지 10 중량부를 혼합하고 90 내지 100℃의 온도에서 10 내지 20분 동안 가열하여 고형분을 제거하여 제조되고,상기 토핑재료는 토핑크림, 아몬드 및 파슬리로 이루어진 그룹에서 선택된 하나 이상으로 이루어지는 것을 특징으로 하는 천연 발효종을 이용한 식빵의 제조방법.",A21D-008/04,천연 발효종을 이용한 식빵의 제조방법,A,A21,A21D
